,id,content,date,time,negative_prob,positive_prob,outcome
31237,821772494864580614,writing my inaugural address at the winter white house maralago three weeks ago looking forward to friday  inaugurationpictwittercoms701fdtcqu,2017-01-18,11:33:25,0.89710796,0.10289207,-1
31238,821844875268255744,looking forward to a speedy recovery for george and barbara bush both hospitalized thank you for your wonderful letter,2017-01-18,16:21:02,0.004651782,0.9953483,1
31239,821898525432811520,great seeing  theleegreenwood and kimberly at this evenings vp dinner  godblesstheusapictwittercomsxvmawvoft,2017-01-18,19:54:13,0.6683434,0.33165658,-1
31240,821930600290521089,thank you to our amazing wounded warriors for their service it was an honor to be with them tonight in dc  heroes httpswwwfacebookcomdonaldtrumpposts101585021026607250 pictwittercomwfxlwq0xrr,2017-01-18,22:01:40,0.2491348,0.75086516,1
31241,822064153426857984,it wasnt donald trump that divided this country this country has been divided for a long time stated today by reverend franklin graham,2017-01-19,06:52:22,0.89122605,0.10877399,-1
31242,822066132307808256,getting ready to leave for washington dc the journey begins and i will be working and fighting very hard to make it a great journey for,2017-01-19,07:00:13,0.0743727,0.92562735,1
31243,822066653953458177,the american people i have no doubt that we will together make america great again,2017-01-19,07:02:18,0.9767765,0.023223508,-1
31244,822175285151928320,on my way  inauguration2017httpstwittercomtrumpinauguralstatus822142520473829377 ,2017-01-19,14:13:57,0.87120175,0.12879828,-1
31245,822176438627536897,great concert at 400 pm today at lincoln memorial enjoy,2017-01-19,14:18:32,0.9896729,0.010327119,-1
31246,822177206633955328,join me at 4pm over at the lincoln memorial with my family  inauguration2017httpstwittercomtrumpinauguralstatus822161617425203203 ,2017-01-19,14:21:36,0.97354376,0.026456293,-1
31247,822242449053614081,thank you for joining us at the lincoln memorial tonight a very special evening together we are going to make america great againpictwittercom5d774ocx5o,2017-01-19,18:40:51,0.98632985,0.013670216,-1
31248,822298747421986828,thank you for a wonderful evening in washington dc  inaugurationpictwittercoma6xpfqthj5,2017-01-19,22:24:33,0.9999393,6.061526e-05,-1
31249,822421390125043713,it all begins today i will see you at 1100 am for the swearingin the movement continues  the work begins,2017-01-20,06:31:53,0.9243409,0.07565916,-1
31250,822501803615014918,today we are not merely transferring power from one administration to another or from one party to another  but we are transferring,2017-01-20,11:51:25,0.9783238,0.021676159,-1
31251,822501939267141634,power from washington dc and giving it back to you the american people  inaugurationday,2017-01-20,11:51:58,0.984812,0.015187951,-1
31252,822502135233384448,what truly matters is not which party controls our government but whether our government is controlled by the people,2017-01-20,11:52:45,0.7808552,0.21914479,-1
31253,822502270503972872,january 20th 2017 will be remembered as the day the people became the rulers of this nation again,2017-01-20,11:53:17,0.99989057,0.00010938898,-1
31254,822502450007515137,the forgotten men and women of our country will be forgotten no longer from this moment on its going to be  americafirst,2017-01-20,11:54:00,0.012014107,0.9879859,1
31255,822502601304526848,we will bring back our jobs we will bring back our borders we will bring back our wealth  and we will bring back our dreams,2017-01-20,11:54:36,0.93467,0.06533005,-1
31256,822502887477673984,we will follow two simple rules buy american  hire american  inaugurationday  maga,2017-01-20,11:55:44,0.999818,0.00018195478,-1
31257,822503558369181697,it is time to remember thathttpswwwfacebookcomdonaldtrumpposts10158510858055725 ,2017-01-20,11:58:24,0.50515383,0.49484617,-1
31258,822504142178500608,so to all americans in every city near and far small and large from mountain to mountainhttpswwwfacebookcomdonaldtrumpposts10158510880180725 ,2017-01-20,12:00:43,0.98408985,0.015910162,-1
31259,822507434396753921,to all americans httpswwwfacebookcomdonaldtrumpposts10158510987625725 ,2017-01-20,12:13:48,0.91708606,0.08291399,-1
31260,822669114237943808,thank you for another wonderful evening in washington dc together we will make america great againpictwittercomv3aoj9ruh4,2017-01-20,22:56:15,0.9956851,0.004314938,-1
31261,822774162011910144,a fantastic day and evening in washington dcthank you to  foxnews and so many other news outlets for the great reviews of the speech,2017-01-21,05:53:41,0.9999553,4.4736844e-05,-1
31262,823146987117772800,had a great meeting at cia headquarters yesterday packed house paid great respect to wall long standing ovations amazing people win,2017-01-22,06:35:09,0.98267996,0.017320016,-1
31263,823150055418920960,watched protests yesterday but was under the impression that we just had an election why didnt these people vote celebs hurt cause badly,2017-01-22,06:47:21,0.9999839,1.614029e-05,-1
31264,823151124815507460,wow television ratings just out 31 million people watched the inauguration 11 million more than the very good ratings from 4 years ago,2017-01-22,06:51:36,0.9991837,0.0008163094,-1
31265,823174199036542980,peaceful protests are a hallmark of our democracy even if i dont always agree i recognize the rights of people to express their views,2017-01-22,08:23:17,0.9955988,0.004401157,-1
31266,823495059010109440,busy week planned with a heavy focus on jobs and national security top executives coming in at 900 am to talk manufacturing in america,2017-01-23,05:38:16,0.9931772,0.0068227686,-1
31267,823850781946343427,will be meeting at 900 with top automobile executives concerning jobs in america i want new plants to be built here for cars sold here,2017-01-24,05:11:47,0.98645693,0.013543102,-1
31268,823937936056008704,a photo delivered yesterday that will be displayed in the upperlower press hall thank you abbaspictwittercomuzp0ivvrp0,2017-01-24,10:58:06,0.9980742,0.0019257471,-1
31269,823939422743830528,great meeting with automobile industry leaders at the  whitehouse this morning together we will  magapictwittercomoxdilokgsz,2017-01-24,11:04:01,0.80452883,0.19547115,-1
31270,823950814163140609,signing orders to move forward with the construction of the keystone xl and dakota access pipelines in the oval officepictwittercomoergmbbvyk  bei the oval office,2017-01-24,11:49:17,0.992281,0.0077190017,-1
31271,824055927200423936,great meeting with ford ceo mark fields and general motors ceo mary barra at the  whitehouse todaypictwittercomt0eigo6lp8,2017-01-24,18:46:57,0.9995772,0.00042280767,-1
31272,824078417213747200,congratulations to  foxnews for being number one in inauguration ratings they were many times higher than fake news  cnn  public is smart,2017-01-24,20:16:19,0.99989307,0.00010693497,-1
31273,824080766288228352,if chicago doesnt fix the horrible carnage going on 228 shootings in 2017 with 42 killings up 24 from 2016 i will send in the feds,2017-01-24,20:25:40,0.9956332,0.004366798,-1
31274,824083821889015809,big day planned on national security tomorrow among many other things we will build the wall,2017-01-24,20:37:48,0.9713519,0.028648077,-1
31275,824227824903090176,i will be asking for a major investigation into voter fraud including those registered to vote in two states those who are illegal and,2017-01-25,06:10:01,0.9167038,0.083296224,-1
31276,824228768227217408,even those registered to vote who are dead and many for a long time depending on results we will strengthen up voting procedures,2017-01-25,06:13:46,0.9870914,0.0129085835,-1
31277,824229586091307008,i will be making my supreme court pick on thursday of next weekthank you,2017-01-25,06:17:01,0.9994168,0.0005832457,-1
31278,824377804590563339,i will be interviewed by  davidmuir tonight at 10 oclock on  abc will be my first interview from the white house enjoypictwittercomokiz8zedgz  bei the white house,2017-01-25,16:05:59,0.042135186,0.95786476,1
31279,824407390674157568,beginning today the united states of america gets back control of its borders full speech from today  dhsgov httpbitly2jszomhdhs pictwittercom48izam5fai,2017-01-25,18:03:33,0.995812,0.004187969,-1
31280,824440456813707265,as your president i have no higher duty than to protect the lives of the american peoplepictwittercomo7ynunwb8f,2017-01-25,20:14:56,0.9989976,0.0010024213,-1
31281,824448156935081984,  romoabcnews   davidmuir first  potus interview since taking office tonight on  abcworldnews  abc2020 tonight pictwittercomi4vz1mrdbk,2017-01-25,20:45:32,0.9280769,0.07192304,-1
31282,824448880993509376,interview with david muir of  abc news in 10 minutes enjoy,2017-01-25,20:48:25,0.55372447,0.44627556,-1
31283,824573698774601729,ungrateful traitor chelsea manning who should never have been released from prison is now calling president obama a weak leader terrible,2017-01-26,05:04:24,0.9999211,7.8881945e-05,-1
31284,824615820391305216,the us has a 60 billion dollar trade deficit with mexico it has been a onesided deal from the beginning of nafta with massive numbers,2017-01-26,07:51:46,0.00090605894,0.999094,1
31285,824616644370714627,of jobs and companies lost if mexico is unwilling to pay for the badly needed wall then it would be better to cancel the upcoming meeting,2017-01-26,07:55:03,0.0049922145,0.99500775,1
31286,824698743630995457,spoke at the congressional  gop retreat in philadelphia pa this afternoon w  vp  senatemajldr  speakerryan thank you for your supportpictwittercomdev2dnksdc,2017-01-26,13:21:17,0.998418,0.001581976,-1
31287,824765229527605248,will be interviewed by  seanhannity on  foxnews at 1000pm tonight enjoy,2017-01-26,17:45:28,0.07963773,0.9203623,1
31288,824767281146245120,miamidade mayor drops sanctuary policy right decision stronghttpwwwmiamiheraldcomnewslocalcommunitymiamidadearticle128984759html ,2017-01-26,17:53:37,0.9970072,0.0029928803,-1
31289,824968416486387713,look forward to seeing final results of votestand gregg phillips and crew say at least 3000000 votes were illegal we must do better,2017-01-27,07:12:52,0.9982268,0.0017731644,-1
31290,824970003153842176,mexico has taken advantage of the us for long enough massive trade deficits  little help on the very weak border must change now,2017-01-27,07:19:10,0.43937704,0.56062293,1
31291,825017279209410561,the  marchforlife is so important to all of you marching  you have my full support,2017-01-27,10:27:02,0.8655768,0.13442312,-1
31292,825018149397463040,  vp mike pence will be speaking at todays  marchforlife  you have our full supporthttpstwittercomvpstatus824757313441525761 ,2017-01-27,10:30:29,0.9167096,0.08329033,-1
31293,825075972659613696,statement on international holocaust remembrance dayhttpswwwwhitehousegovthepressoffice20170127statementpresidentinternationalholocaustremembranceday ,2017-01-27,14:20:15,0.999926,7.40583e-05,-1
31294,825101272982355968,congratulations secretary mattispictwittercommkuhbegzqs  bei the pentagon,2017-01-27,16:00:47,0.9914586,0.008541411,-1
31295,825127844066054144,i promise that our administration will always have your back we will always be with youpictwittercomd0aowhoh4x,2017-01-27,17:46:22,0.9978727,0.0021272982,-1
31296,825328817833123840,the failing  nytimes has been wrong about me from the very beginning said i would lose the primaries then the general election fake news,2017-01-28,07:04:58,0.9999932,6.8233708e-06,-1
31297,825329757646618624,thr coverage about me in the  nytimes and the  washingtonpost gas been so false and angry that the times actually apologized to its,2017-01-28,07:08:42,0.8488386,0.15116137,-1
31298,825331665509691393,dwindling subscribers and readersthey got me wrong right from the beginning and still have not changed course and never will dishonest,2017-01-28,07:16:17,0.9508332,0.049166787,-1
31299,825368580325773312,today we remember the crew of the space shuttle challenger 31 years later  neverforgetpictwittercomohshqsfrfl,2017-01-28,09:42:58,0.6231243,0.37687564,-1
31300,825690087857995776,somebody with aptitude and conviction should buy the fake news and failing  nytimes and either run it correctly or let it fold with dignity,2017-01-29,07:00:32,0.9993368,0.0006632351,-1
31301,825692045532618753,our country needs strong borders and extreme vetting now look what is happening all over europe and indeed the world  a horrible mess,2017-01-29,07:08:18,0.9999331,6.6868175e-05,-1
31302,825721153142521858,christians in the middleeast have been executed in large numbers we cannot allow this horror to continue,2017-01-29,09:03:58,0.9998652,0.00013481396,-1
31303,825822320128303110,the joint statement of former presidential candidates john mccain  lindsey graham is wrong  they are sadly weak on immigration the two,2017-01-29,15:45:58,0.9990915,0.0009084897,-1
31304,825823217025691648,senators should focus their energies on isis illegal immigration and border security instead of always looking to start world war iii,2017-01-29,15:49:32,0.99707186,0.0029280942,-1
31305,825848204633731074,statement regarding recent executive order concerning extreme vetting httpswwwfacebookcomdonaldtrumpposts10158567643610725 ,2017-01-29,17:28:50,0.99964404,0.00035596828,-1
31306,825850987348914184,i will be interviewed by  thebrodyfile on  cbnnews tonight at 11pm enjoy,2017-01-29,17:39:53,0.09040386,0.9095961,1
31307,826041397232943104,only 109 people out of 325000 were detained and held for questioning big problems at airports were caused by delta computer outage,2017-01-30,06:16:30,0.99592376,0.0040762946,-1
31308,826042483155013632,protesters and the tears of senator schumer secretary kelly said that all is going well with very few problems make america safe again,2017-01-30,06:20:49,0.9995252,0.00047478522,-1
31309,826044059647107073,there is nothing nice about searching for terrorists before they can enter our country this was a big part of my campaign study the world,2017-01-30,06:27:05,0.9985164,0.0014835635,-1
31310,826060143825666051,if the ban were announced with a one week notice the bad would rush into our country during that week a lot of bad dudes out there,2017-01-30,07:31:00,0.9833159,0.016684063,-1
31311,826063267760046080,i have made my decision on who i will nominate for the united states supreme court it will be announced live on tuesday at 800 pm wh,2017-01-30,07:43:25,0.9961998,0.0038002352,-1
31312,826073437735100418,where was all the outrage from democrats and the opposition party the media when our jobs were fleeing our country,2017-01-30,08:23:49,0.061275482,0.93872446,1
31313,826175120238604288,the american dream is back were going to create an environment for small business like we havent had in many many decadespictwittercomzujnan6z8b,2017-01-30,15:07:52,0.99831784,0.0016821914,-1
31314,826229971584708608,the democrats are delaying my cabinet picks for purely political reasons they have nothing going but to obstruct now have an obama ag,2017-01-30,18:45:50,0.9525615,0.047438554,-1
31315,826390034693623809,nancy pelosi and fake tears chuck schumer held a rally at the steps of the supreme court and mic did not work a messjust like dem party,2017-01-31,05:21:52,0.99969447,0.00030559418,-1
31316,826391334248407040,when will the democrats give us our attorney general and rest of cabinet they should be ashamed of themselves no wonder dc doesnt work,2017-01-31,05:27:02,0.41348696,0.58651304,1
31317,826588658304217088,getting ready to deliver a very important decision 800 pm,2017-01-31,18:31:08,0.87353206,0.12646794,-1
31318,826596187453153281,join me live from the  whitehousehttpswwwfacebookcompotusvideos1240366106032827 ,2017-01-31,19:01:03,0.95243245,0.04756754,-1
31319,826637556787838976,hope you like my nomination of judge neil gorsuch for the united states supreme court he is a good and brilliant man respected by all,2017-01-31,21:45:26,0.9970584,0.0029416126,-1
31320,826774668245946368,everybody is arguing whether or not it is a ban call it what you want it is about keeping bad people with bad intentions out of country,2017-02-01,06:50:16,0.1504659,0.8495341,1
31321,826990079738540033,iran is rapidly taking over more and more of iraq even after the us has squandered three trillion dollars there obvious long ago,2017-02-01,21:06:14,0.9458859,0.054114122,-1
31322,827002559122567168,do you believe it the obama administration agreed to take thousands of illegal immigrants from australia why i will study this dumb deal,2017-02-01,21:55:49,0.9998229,0.00017713994,-1
31323,827112633224544256,if uc berkeley does not allow free speech and practices violence on innocent people with a different point of view  no federal funds,2017-02-02,05:13:13,0.99945647,0.0005435948,-1
31324,827113926517194757,congratulations to rex tillerson on being sworn in as our new secretary of state he will be a star,2017-02-02,05:18:21,0.9993087,0.0006913238,-1
31325,827115768202534913,attending chief ryan owens dignified transfer yesterday with my daughter ivanka was my great honor to a great and brave man  thank you,2017-02-02,05:25:40,0.88405704,0.115942925,-1
31326,827118012784373760,iran has been formally put on notice for firing a ballistic missileshould have been thankful for the terrible deal the us made with them,2017-02-02,05:34:36,0.00021371713,0.9997863,1
31327,827119326880813056,iran was on its last legs and ready to collapse until the us came along and gave it a lifeline in the form of the iran deal 150 billion,2017-02-02,05:39:49,0.004079267,0.99592066,1
31328,827207267632164868,thank you  samsung we would love to have youhttpswwwaxioscomtrumpeffectsamsungmaybuildusfactory2233101986html ,2017-02-02,11:29:16,0.73893154,0.2610685,-1
31329,827477947154063361,yes arnold schwarzenegger did a really bad job as governor of california and even worse on the apprenticebut at least he tried hard,2017-02-03,05:24:51,0.22860281,0.7713972,1
31330,827478751931924480,iran is playing with fire  they dont appreciate how kind president obama was to them not me,2017-02-03,05:28:02,0.9970536,0.0029463475,-1
31331,827480386120929280,thank you to prime minister of australia for telling the truth about our very civil conversation that fake news media lied about very nice,2017-02-03,05:34:32,0.99928916,0.00071078585,-1
31332,827482059438432260,meeting with biggest business leaders this morning good jobs are coming back to us health care and tax bills are being crafted now,2017-02-03,05:41:11,0.99942565,0.0005743541,-1
31333,827483841589891073,professional anarchists thugs and paid protesters are proving the point of the millions of people who voted to make america great again,2017-02-03,05:48:16,0.94758373,0.052416302,-1
31334,827499871011819520,a new radical islamic terrorist has just attacked in louvre museum in paris tourists were locked down france on edge again get smart us,2017-02-03,06:51:58,0.9990884,0.00091164,-1
31335,827655062835052544,we must keep evil out of our country,2017-02-03,17:08:38,0.30444416,0.69555587,1
31336,827715246135574530,countries charge us companies taxes or tariffs while the us charges them nothing or littlewe should charge them same as they charge us,2017-02-03,21:07:47,0.9996189,0.0003810706,-1
31337,827864176043376640,when a country is no longer able to say who can and who cannot  come in  out especially for reasons of safety security  big trouble,2017-02-04,06:59:35,0.834513,0.16548704,-1
31338,827865957750161408,interesting that certain middleeastern countries agree with the ban they know if certain people are allowed in its death  destruction,2017-02-04,07:06:39,0.9998797,0.000120319455,-1
31339,827867311054974976,the opinion of this socalled judge which essentially takes lawenforcement away from our country is ridiculous and will be overturned,2017-02-04,07:12:02,0.9993303,0.0006697822,-1
31340,827874208021639168,after being forced to apologize for its bad and inaccurate coverage of me after winning the election the fake news  nytimes is still lost,2017-02-04,07:39:27,0.9999031,9.696495e-05,-1
31341,827885966509604865,make america great again,2017-02-04,08:26:10,0.82043284,0.17956719,-1
31342,827981079042805761,what is our country coming to when a judge can halt a homeland security travel ban and anyone even with bad intentions can come into us,2017-02-04,14:44:07,0.88852304,0.111477025,-1
31343,827996357252243456,because the ban was lifted by a judge many very bad and dangerous people may be pouring into our country a terrible decision,2017-02-04,15:44:49,0.9992624,0.00073763944,-1
31344,828024835670413312,why arent the lawyers looking at and using the federal court decision in boston which is at conflict with ridiculous lift ban decision,2017-02-04,17:37:59,0.9962083,0.003791735,-1
31345,828039143318024194,interview with  oreillyfactor on fox network  400 pm prior to super bowl enjoy,2017-02-04,18:34:50,0.24143463,0.75856537,1
31346,828042506851934209,the judge opens up our country to potential terrorists and others that do not have our best interests at heart bad people are very happy,2017-02-04,18:48:12,0.999438,0.0005620238,-1
31347,828342202174668800,just cannot believe a judge would put our country in such peril if something happens blame him and court system people pouring in bad,2017-02-05,14:39:05,0.9887842,0.011215735,-1
31348,828343072840900610,i have instructed homeland security to check people coming into our country very carefully the courts are making the job very difficult,2017-02-05,14:42:33,0.9944612,0.005538859,-1
31349,828375073006444544,enjoy the  superbowl and then we continue make america great again,2017-02-05,16:49:42,0.96530426,0.03469579,-1
31350,828447350200926212,what an amazing comeback and win by the patriots tom brady bob kraft and coach b are total winners wow,2017-02-05,21:36:54,0.9994356,0.000564319,-1
31351,828574430800539648,any negative polls are fake news just like the cnn abc nbc polls in the election sorry people want border security and extreme vetting,2017-02-06,06:01:53,0.9993979,0.00060214114,-1
31352,828575949268606977,i call my own shots largely based on an accumulation of data and everyone knows it some fake news media in order to marginalize lies,2017-02-06,06:07:55,0.99998915,1.0854731e-05,-1
31353,828642511698669569,the failing  nytimes writes total fiction concerning me they have gotten it wrong for two years and now are making up stories  sources,2017-02-06,10:32:24,0.9995753,0.00042469084,-1
31354,828748574255091714,an extended interview from the super bowl with  oreillyfactor airs tonight at 800 pm enjoypictwittercomkzdhqantvr,2017-02-06,17:33:52,0.93210846,0.067891486,-1
31355,828793887275761665,the failing  nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win now they are worse,2017-02-06,20:33:55,0.9789636,0.021036403,-1
31356,828797801630937089,the threat from radical islamic terrorism is very real just look at what is happening in europe and the middleeast courts must act fast,2017-02-06,20:49:28,0.99998844,1.156488e-05,-1
31357,828939235499638784,i dont know putin have no deals in russia and the haters are going crazy  yet obama can make a deal with iran 1 in terror no problem,2017-02-07,06:11:29,0.9989386,0.0010613874,-1
31358,829003091735359488,an honor having the national sheriffs assoc join me at the  whitehouse incredible men  women who protect  serve 247365 thank youpictwittercom9emtnh0orf,2017-02-07,10:25:13,0.61027676,0.3897232,-1
31359,829133645055135750,it is a disgrace that my full cabinet is still not in place the longest such delay in the history of our country obstruction by democrats,2017-02-07,19:04:00,0.82014483,0.17985511,-1
31360,829299566344359936,if the us does not win this case as it so obviously should we can never have the security and safety to which we are entitled politics,2017-02-08,06:03:18,0.66762865,0.3323713,-1
31361,829315036329963521,i will be speaking at 900 am today to police chiefs and sheriffs and will be discussing the horrible dangerous and wrong decision,2017-02-08,07:04:47,0.99860543,0.0013945476,-1
31362,829349943613734912,thank you to our great police chiefs  sheriffs for your leadership  service you have a true friend in the  whitehouse we support youpictwittercomniwuk5rgxr,2017-02-08,09:23:29,0.99991715,8.280485e-05,-1
31363,829356871848951809,my daughter ivanka has been treated so unfairly by  nordstrom she is a great person  always pushing me to do the right thing terrible,2017-02-08,09:51:01,0.9999211,7.894848e-05,-1
31364,829357626798530561,16 fake news stories reporters have run since trump wonhttpthefederalistcom2017020616fakenewsstoriesreportershaverunsincetrumpwon ,2017-02-08,09:54:01,0.9975314,0.0024685347,-1
31365,829384587482656768,big increase in traffic into our country from certain areas while our people are far more vulnerable as we wait for what should be easy d,2017-02-08,11:41:09,0.9889658,0.011034104,-1
31366,829410107406614534,thank you brian krzanich ceo of  intel a great investment 7 billion in american innovation and jobs  americafirstpictwittercom76laissq1l,2017-02-08,13:22:33,0.9930252,0.006974861,-1
31367,829414457126313986,immigration ban is one of trumps most popular orders so farpictwittercomwaelwuq4be,2017-02-08,13:39:51,0.9987552,0.001244746,-1
31368,829446266111287305,majority in leading eu nations support trumpstyle travel ban poll of more than 10000 people in 10 countrieshttpbitly2k4fvqgeupoll,2017-02-08,15:46:14,0.9997291,0.0002709272,-1
31369,829451566000242688,trump administration seen as more truthful than news mediahttpbitly2k4b0imemersonpoll ,2017-02-08,16:07:18,0.9975547,0.0024453192,-1
31370,829496507841789952,congratulations to our new attorney general  senatorsessionspictwittercome0bup1k83z,2017-02-08,19:05:53,0.99126244,0.008737533,-1
31371,829660612452036608,senrichard blumenthal who never fought in vietnam when he said for years he had major lienow misrepresents what judge gorsuch told him,2017-02-09,05:57:59,0.94983214,0.050167806,-1
31372,829681034564341760,chris cuomo in his interview with sen blumenthal never asked him about his longterm lie about his brave service in vietnam fake news,2017-02-09,07:19:08,0.9999925,7.4694567e-06,-1
31373,829682794951475200,sen mccain should not be talking about the success or failure of a mission to the media only emboldens the enemy hes been losing so,2017-02-09,07:26:07,0.0020658171,0.9979342,1
31374,829684271812067328,long he doesnt know how to win anymore just look at the mess our country is in  bogged down in conflict all over the place our hero,2017-02-09,07:31:59,0.9962924,0.0037075875,-1
31375,829689436279603206,ryan died on a winning mission  according to general mattis not a failure time for the us to get smart and start winning again,2017-02-09,07:52:31,0.98585826,0.01414172,-1
31376,829721019720015872,join us live in the oval office for the swearing in of our new attorney general  senatorsessions live httpbitly2kqq2f0sessions pictwittercom0pecb2b4pf,2017-02-09,09:58:01,0.9876236,0.012376403,-1
31377,829836231802515457,see you in court the security of our nation is at stake,2017-02-09,17:35:49,0.99851364,0.0014863769,-1
31378,830042498806460417,lawfare remarkably in the entire opinion the panel did not bother even to cite this the statute a disgraceful decision,2017-02-10,07:15:27,0.9978787,0.0021213982,-1
31379,830047626414477312,the failing  nytimes does major fake news china story saying mrxi has not spoken to mr trump since nov14 we spoke at length yesterday,2017-02-10,07:35:50,0.60729355,0.39270648,-1
31380,830195857530183684,heading to joint base andrews on  marineone with prime minister shinz earlier todaypictwittercom4jfhyydeho,2017-02-10,17:24:51,0.9968003,0.0031997128,-1
31381,830389130311921667,our legal system is broken 77 of refugees allowed into us since travel reprieve hail from seven suspect countries wt so dangerous,2017-02-11,06:12:51,0.9999552,4.481759e-05,-1
31382,830405706255912960,i am reading that the great border wall will cost more than the government originally thought but i have not gotten involved in the,2017-02-11,07:18:43,0.99741507,0.0025849335,-1
31383,830407172747988992,design or negotiations yet when i do just like with the f35 fighterjet or the air force one program price will come way down,2017-02-11,07:24:32,0.99808335,0.001916711,-1
31384,830409522397184000,melania and i are hosting japanese prime minister shinzo abe and mrs abe at maralago in palm beach fla they are a wonderful couple,2017-02-11,07:33:53,0.99981457,0.00018550095,-1
31385,830483672096768001,having a great time hosting prime minister shinzo abe in the united states httpswwwfacebookcomdonaldtrumpposts101586354191207250  httpsinstagramcompbqyz8n8dtty pictwittercomsmgrnwakwq,2017-02-11,12:28:31,0.85891116,0.14108889,-1
31386,830552079240409089,i am so proud of my daughter ivanka to be abused and treated so badly by the media and to still hold her head so high is truly wonderful,2017-02-11,17:00:21,0.9994306,0.0005694081,-1
31387,830555911559249926,played golf today with prime minister abe of japan and  thebig_easy ernie els and had a great time japan is very well represented,2017-02-11,17:15:34,0.3104333,0.68956673,1
31388,830558065715998726,a working dinner tonight with prime minister abe of japan and his representatives at the winter white house maralago very good talks,2017-02-11,17:24:08,0.93040544,0.069594614,-1
31389,830643095150657536, icymi joint statement with prime minister shinzo abe on north koreapictwittercomqec87fkb1d,2017-02-11,23:02:01,0.9986571,0.0013428823,-1
31390,830741932099960834,the crackdown on illegal criminals is merely the keeping of my campaign promise gang members drug dealers  others are being removed,2017-02-12,05:34:45,0.8680258,0.13197425,-1
31391,830747067379232769,72 of refugees admitted into us 23 211 during court breakdown are from 7 countries syria iraq somalia iran sudan libya  yemen,2017-02-12,05:55:10,0.74100614,0.2589939,-1
31392,830751875578355713,while on fake news  cnn bernie sanders was cut off for using the term fake news to describe the network they said technical difficulties,2017-02-12,06:14:16,0.99947625,0.0005237515,-1
31393,830764596235485188,after two days of very productive talks prime minister abe is heading back to japan l,2017-02-12,07:04:49,0.8660823,0.13391776,-1
31394,830769247185952772,i know mark cuban well he backed me bigtime but i wasnt interested in taking all of his callshes not smart enough to run for president,2017-02-12,07:23:18,0.98824793,0.011752087,-1
31395,830804130692268032,congratulations stephen miller on representing me this morning on the various sunday morning shows great job,2017-02-12,09:41:55,0.9981974,0.0018026456,-1
31396,830904083519242241,just leaving florida big crowds of enthusiastic supporters lining the road that the fake news media refuses to mention very dishonest,2017-02-12,16:19:05,0.9780814,0.021918561,-1
31397,831169341358014475,today i will meet with canadian pm trudeau and a group of leading business women to discuss women in the workforce httpbigstoryaporgarticle37dab25b8da74902b3fa4076030febe0trumptrudeaudiscusswomenworkforce ,2017-02-13,09:53:08,0.40805534,0.5919446,1
31398,831185943482793986,welcome to the  whitehouse prime minister  justintrudeaupictwittercomwkgf8zo9ri,2017-02-13,10:59:06,0.99996555,3.450147e-05,-1
31399,831214091993751552,wonderful meeting with canadian pm  justintrudeau and a group of leading ceos  business women from canadaand the united statespictwittercomrxr31qpxmk,2017-02-13,12:50:57,0.99820316,0.001796823,-1
