,id,content,date,Time,Date,negative_prob,positive_prob,outcome
68,9.96739e+17,the washington post and cnn have typically written false stories about our trade negotiations with china nothing has happened with zte except as it pertains to the larger trade deal our country has been losing hundreds of billions of dollars a year with china,2018-05-16 11:09:00,11:09:00,2018-05-16,0.98263365,0.017366337,-1
69,9.97227e+17,talking trade with the vice premier of the peoples republic of china liu hepictwittercom9t7iq6f3xe,2018-05-17 19:27:00,19:27:00,2018-05-17,0.9397257,0.060274336,-1
70,9.98524e+17,i ask senator chuck schumer why didnt president obama  the democrats do something about trade with china including theft of intellectual property etc they did nothing with that being said chuck  i have long agreed on this issue fair trade plus with china will happen,2018-05-21 09:21:00,09:21:00,2018-05-21,0.9960847,0.003915352,-1
71,9.98526e+17,china has agreed to buy massive amounts of additional farmagricultural products  would be one of the best things to happen to our farmers in many years,2018-05-21 09:27:00,09:27:00,2018-05-21,0.9403203,0.059679706,-1
72,9.98527e+17,on china barriers and tariffs to come down for first time,2018-05-21 09:31:00,09:31:00,2018-05-21,0.81334233,0.18665767,-1
73,9.98529e+17,china must continue to be strong  tight on the border of north korea until a deal is made the word is that recently the border has become much more porous and more has been filtering in i want this to happen and north korea to be very successful but only after signing,2018-05-21 09:40:00,09:40:00,2018-05-21,0.97339034,0.02660959,-1
74,9.98553e+17,under our potential deal with china they will purchase from our great american farmers practically as much as our farmers can produce,2018-05-21 11:16:00,11:16:00,2018-05-21,0.93939114,0.060608804,-1
75,9.99258e+17,our trade deal with china is moving along nicely but in the end we will probably have to use a different structure in that this will be too hard to get done and to verify results after completion,2018-05-23 09:55:00,09:55:00,2018-05-23,0.9999033,9.665919e-05,-1
76,1.00295e+18,very surprised that china would be doing thishttpstwittercomnytimesstatus1002760314734170113 ,2018-06-02 14:35:00,14:35:00,2018-06-02,0.99966645,0.00033360333,-1
77,1.00362e+18,china already charges a tax of 16 on soybeans canada has all sorts of trade barriers on our agricultural products not acceptable,2018-06-04 10:41:00,10:41:00,2018-06-04,0.9999367,6.328197e-05,-1
78,1.00363e+18,farmers have not been doing well for 15 years mexico canada china and others have treated them unfairly by the time i finish trade talks that will change big trade barriers against us farmers and other businesses will finally be broken massive trade deficits no longer,2018-06-04 11:47:00,11:47:00,2018-06-04,0.9997491,0.000250856,-1
79,1.01633e+18,i have confidence that kim jong un will honor the contract we signed  even more importantly our handshake we agreed to the denuclearization of north korea china on the other hand may be exerting negative pressure on a deal because of our posture on chinese tradehope not,2018-07-09 12:25:00,12:25:00,2018-07-09,0.9995741,0.00042583828,-1
80,1.02029e+18,china the european union and others have been manipulating their currencies and interest rates lower while the us is raising rates while the dollars gets stronger and stronger with each passing day  taking away our big competitive edge as usual not a level playing field,2018-07-20 10:43:00,10:43:00,2018-07-20,0.9965707,0.0034293106,-1
81,1.02208e+18,china is targeting our farmers who they know i love  respect as a way of getting me to continue allowing them to take advantage of the us they are being vicious in what will be their failed attempt we were being nice  until now china made 517 billion on us last year,2018-07-25 09:20:00,09:20:00,2018-07-25,0.99158806,0.008411952,-1
82,1.02583e+18,tariffs are working far better than anyone ever anticipated china market has dropped 27 in last 4months and they are talking to us our market is stronger than ever and will go up dramatically when these horrible trade deals are successfully renegotiated america first,2018-08-04 17:47:00,17:47:00,2018-08-04,0.9709628,0.02903716,-1
83,1.02583e+18,china which is for the first time doing poorly against us is spending a fortune on ads and pr trying to convince and scare our politicians to fight me on tariffs because they are really hurting their economy likewise other countries we are winning but must be strong,2018-08-04 18:03:00,18:03:00,2018-08-04,0.9957593,0.0042406465,-1
84,1.02721e+18,as long as i campaign andor support senate and house candidates within reason they will win i love the people  they certainly seem to like the job im doing if i find the time in between china iran the economy and much more which i must we will have a giant red wave,2018-08-08 13:25:00,13:25:00,2018-08-08,0.9927095,0.007290458,-1
85,1.02932e+18,tom fitton of judicial watch the strzok firing is as much about the mueller operation as anything else there would be no mueller special councel to investigate so called collusion but for the machinations of strzok  his colleagues at the top levels of the fbi we know this,2018-08-14 08:59:00,08:59:00,2018-08-14,0.99908423,0.00091581454,-1
86,1.03078e+18,all of the fools that are so focused on looking only at russia should start also looking in another direction china but in the end if we are smart tough and well prepared we will get along with everyone,2018-08-18 09:46:00,09:46:00,2018-08-18,0.96861637,0.031383682,-1
87,1.03159e+18,it is outrageous that poisonous synthetic heroin fentanyl comes pouring into the us postal system from china we can and must end this now the senate should pass the stop act  and firmly stop this poison from killing our children and destroying our country no more delay,2018-08-20 15:14:00,15:14:00,2018-08-20,0.99892575,0.0010741798,-1
88,1.03305e+18,additionally because of our much tougher trading stance with china i do not believe they are helping with the process of denuclearization as they once were despite the un sanctions which are in place,2018-08-24 15:36:00,15:36:00,2018-08-24,0.99975175,0.00024824688,-1
89,1.03461e+18,report just out china hacked hillary clintons private email server are they sure it wasnt russia just kidding what are the odds that the fbi and doj are right on top of this actually a very big story much classified information,2018-08-28 23:16:00,23:16:00,2018-08-28,0.9999881,1.1955505e-05,-1
90,1.03465e+18,hillary clintons emails many of which are classified information got hacked by china next move better be by the fbi  doj or after all of their other missteps comey mccabe strzok page ohr fisa dirty dossier etc their credibility will be forever gone,2018-08-29 02:11:00,02:11:00,2018-08-29,0.99996996,3.0053503e-05,-1
91,1.03491e+18,statement from the white house president donald j trump feels strongly that north korea is under tremendous pressure from china because of our major trade disputes with the chinese government at the same time we also know that china is providing north korea with,2018-08-29 19:23:00,19:23:00,2018-08-29,0.99845886,0.0015411482,-1
92,1.03845e+18,apple prices may increase because of the massive tariffs we may be imposing on china  but there is an easy solution where there would be zero tax and indeed a tax incentive make your products in the united states instead of china start building new plants now exciting  maga,2018-09-08 13:45:00,13:45:00,2018-09-08,0.9999962,3.7796328e-06,-1
93,1.03879e+18,if the us sells a car into china there is a tax of 25 if china sells a car into the us there is a tax of 2 does anybody think that is fair the days of the us being rippedoff by other nations is over,2018-09-09 12:01:00,12:01:00,2018-09-09,0.8419915,0.15800849,-1
94,1.04024e+18,the wall street journal has it wrong we are under no pressure to make a deal with china they are under pressure to make a deal with us our markets are surging theirs are collapsing we will soon be taking in billions in tariffs  making products at home if we meet we meet,2018-09-13 12:15:00,12:15:00,2018-09-13,0.84674084,0.15325917,-1
95,1.04203e+18,china has openly stated that they are actively trying to impact and change our election by attacking our farmers ranchers and industrial workers because of their loyalty to me what china does not understand is that these people are great patriots and fully understand that,2018-09-18 10:50:00,10:50:00,2018-09-18,0.99678695,0.0032130417,-1
96,1.04203e+18,china has been taking advantage of the united states on trade for many years they also know that i am the one that knows how to stop it there will be great and fast economic retaliation against china if our farmers ranchers andor industrial workers are targeted,2018-09-18 10:55:00,10:55:00,2018-09-18,0.9997228,0.00027726067,-1
97,1.045e+18,china is actually placing propaganda ads in the des moines register and other papers made to look like news thats because we are beating them on trade opening markets and the farmers will make a fortune when this is overpictwittercomppdvtx7oz1,2018-09-26 15:26:00,15:26:00,2018-09-26,0.993292,0.0067080525,-1
98,1.05546e+18,the new york times has a new fake story that now the russians and chinese glad they finally added china are listening to all of my calls on cellphones except that i rarely use a cellphone  when i do its government authorized i like hard lines just more made up fake news,2018-10-25 11:57:00,11:57:00,2018-10-25,0.99814713,0.0018529095,-1
99,1.058e+18,just had a long and very good conversation with president xi jinping of china we talked about many subjects with a heavy emphasis on trade those discussions are moving along nicely with meetings being scheduled at the g20 in argentina also had good discussion on north korea,2018-11-01 12:09:00,12:09:00,2018-11-01,0.9999398,6.0219107e-05,-1
100,1.061e+18,president macron of france has just suggested that europe build its own military in order to protect itself from the us china and russia very insulting but perhaps europe should first pay its fair share of nato which the us subsidizes greatly,2018-11-09 18:10:00,18:10:00,2018-11-09,0.99979776,0.00020230627,-1
101,1.06231e+18,emmanuel macron suggests building its own army to protect europe against the us china and russia but it was germany in world wars one  two  how did that work out for france they were starting to learn german in paris before the us came along pay for nato or not,2018-11-13 08:50:00,08:50:00,2018-11-13,0.991871,0.008129075,-1
102,1.06749e+18,very disappointed with general motors and their ceo mary barra for closing plants in ohio michigan and maryland nothing being closed in mexico  china the us saved general motors and this is the thanks we get we are now looking at cutting all  gm subsidies including,2018-11-27 16:05:00,16:05:00,2018-11-27,0.99961406,0.00038597477,-1
103,1.06812e+18,billions of dollars are pouring into the coffers of the usa because of the tariffs being charged to china and there is a long way to go if companies dont want to pay tariffs build in the usa otherwise lets just make our country richer than ever before,2018-11-29 09:32:00,09:32:00,2018-11-29,0.99997354,2.6480844e-05,-1
104,1.06944e+18,china has agreed to reduce and remove tariffs on cars coming into china from the us currently the tariff is 40,2018-12-03 01:00:00,01:00:00,2018-12-03,0.9999789,2.1049396e-05,-1
105,1.06958e+18,my meeting in argentina with president xi of china was an extraordinary one relations with china have taken a big leap forward very good things will happen we are dealing from great strength but china likewise has much to gain if and when a deal is completed level the field,2018-12-03 09:54:00,09:54:00,2018-12-03,0.9999021,9.788411e-05,-1
106,1.06958e+18,farmers will be a a very big and fast beneficiary of our deal with china they intend to start purchasing agricultural product immediately we make the finest and cleanest product in the world and that is what china wants farmers i love you,2018-12-03 10:01:00,10:01:00,2018-12-03,0.9994716,0.00052846986,-1
107,1.06958e+18,president xi and i have a very strong and personal relationship he and i are the only two people that can bring about massive and very positive change on trade and far beyond between our two great nations a solution for north korea is a great thing for china and all,2018-12-03 10:18:00,10:18:00,2018-12-03,0.9395715,0.06042852,-1
108,1.06996e+18,the negotiations with china have already started unless extended they will end 90 days from the date of our wonderful and very warm dinner with president xi in argentina bob lighthizer will be working closely with steve mnuchin larry kudlow wilbur ross and peter navarro,2018-12-04 11:30:00,11:30:00,2018-12-04,0.99920803,0.00079195027,-1
109,1.06997e+18,on seeing whether or not a real deal with china is actually possible if it is we will get it done china is supposed to start buying agricultural product and more immediately president xi and i want this deal to happen and it probably will but if not remember,2018-12-04 11:55:00,11:55:00,2018-12-04,0.9976967,0.0023033253,-1
110,1.06997e+18,but if a fair deal is able to be made with china one that does all of the many things we know must be finally done i will happily sign let the negotiations begin make america great again,2018-12-04 12:10:00,12:10:00,2018-12-04,0.9995185,0.00048153865,-1
111,1.07011e+18,we are either going to have a real deal with china or no deal at all  at which point we will be charging major tariffs against chinese product being shipped into the united states ultimately i believe we will be making a deal  either now or into the future,2018-12-04 21:20:00,21:20:00,2018-12-04,0.96504486,0.03495515,-1
112,1.07011e+18,china does not want tariffs,2018-12-04 21:21:00,21:21:00,2018-12-04,0.9694681,0.03053189,-1
113,1.0703e+18,china officially echoed president donald trumps optimism over bilateral trade talks chinese officials have begun preparing to restart imports of us soybeans  liquified natural gas the first sign confirming the claims of president donald trump and the white house that,2018-12-05 09:46:00,09:46:00,2018-12-05,0.9987978,0.0012021557,-1
114,1.0703e+18,china had agreed to start immediately buying us products  business,2018-12-05 09:49:00,09:49:00,2018-12-05,0.9999826,1.7344688e-05,-1
115,1.07031e+18,very strong signals being sent by china once they returned home from their long trip including stops from argentina not to sound naive or anything but i believe president xi meant every word of what he said at our long and hopefully historic meeting all subjects discussed,2018-12-05 10:19:00,10:19:00,2018-12-05,0.9988518,0.0011482703,-1
116,1.07031e+18,one of the very exciting things to come out of my meeting with president xi of china is his promise to me to criminalize the sale of deadly fentanyl coming into the united states it will now be considered a controlled substance this could be a game changer on what is,2018-12-05 10:44:00,10:44:00,2018-12-05,0.9992072,0.0007928685,-1
117,1.07031e+18,considered to be the worst and most dangerous addictive and deadly substance of them all last year over 77000 people died from fentanyl if china cracks down on this horror drug using the death penalty for distributors and pushers the results will be incredible,2018-12-05 10:51:00,10:51:00,2018-12-05,0.9997713,0.00022866053,-1
118,1.07084e+18,statement from china the teams of both sides are now having smooth communications and good cooperation with each other we are full of confidence that an agreement can be reached within the next 90 days i agree,2018-12-06 21:56:00,21:56:00,2018-12-06,0.9999316,6.8416215e-05,-1
119,1.07103e+18,china talks are going very well,2018-12-07 10:13:00,10:13:00,2018-12-07,0.9957196,0.004280356,-1
120,1.07248e+18,very productive conversations going on with china watch for some important announcements,2018-12-11 10:19:00,10:19:00,2018-12-11,0.99906164,0.000938365,-1
121,1.07362e+18,china just announced that their economy is growing much slower than anticipated because of our trade war with them they have just suspended us tariff hikes us is doing very well china wants to make a big and very comprehensive deal it could happen and rather soon,2018-12-14 13:35:00,13:35:00,2018-12-14,0.60632974,0.3936703,-1
122,1.07466e+18,it is incredible that with a very strong dollar and virtually no inflation the outside world blowing up around us paris is burning and china way down the fed is even considering yet another interest rate hike take the victory,2018-12-17 10:27:00,10:27:00,2018-12-17,0.999819,0.00018108128,-1
123,1.07613e+18,there has never been a president who has been tougher but fair on china or russia  never just look at the facts the fake news tries so hard to paint the opposite picture,2018-12-21 11:41:00,11:41:00,2018-12-21,0.9696426,0.030357443,-1
124,1.07905e+18,just had a long and very good call with president xi of china deal is moving along very well if made it will be very comprehensive covering all subjects areas and points of dispute big progress being made,2018-12-29 13:03:00,13:03:00,2018-12-29,0.9999063,9.37324e-05,-1
125,1.08084e+18,the united states treasury has taken in many billions of dollars from the tariffs we are charging china and other countries that have not treated us fairly in the meantime we are doing well in various trade negotiations currently going on at some point this had to be done,2019-01-03 11:52:00,11:52:00,2019-01-03,0.9965893,0.0034106695,-1
126,1.081e+18,michael pillsbury interviewed by  cvpayne they have the motive of making the president look bad  instead of president trump being portrayed as a hero the first president to take china on its 20 years overdue,2019-01-03 22:19:00,22:19:00,2019-01-03,0.9998357,0.0001642144,-1
127,1.08263e+18,talks with china are going very well,2019-01-08 10:16:00,10:16:00,2019-01-08,0.99450856,0.005491438,-1
128,1.08494e+18,for decades politicians promised to secure the border fix our trade deals bring back our factories get tough on china move the embassy to jerusalem make nato pay their fair share and so much else  only to do nothing or worse,2019-01-14 19:19:00,19:19:00,2019-01-14,0.99171257,0.008287483,-1
129,1.08747e+18,china posts slowest economic numbers since 1990 due to us trade tensions and new policies makes so much sense for china to finally do a real deal and stop playing around,2019-01-21 18:57:00,18:57:00,2019-01-21,0.8491692,0.15083076,-1
130,1.09095e+18,chinas top trade negotiators are in the us meeting with our representatives meetings are going well with good intent and spirit on both sides china does not want an increase in tariffs and feels they will do much better if they make a deal they are correct i will be,2019-01-31 09:41:00,09:41:00,2019-01-31,0.9988875,0.0011124945,-1
131,1.09096e+18,chinas representatives and i are trying to do a complete deal leaving nothing unresolved on the table all of the many problems are being discussed and will be hopefully resolved tariffs on china increase to 25 on march 1st so all working hard to complete by that date,2019-01-31 09:56:00,09:56:00,2019-01-31,0.91868556,0.08131447,-1
132,1.09099e+18,looking for china to open their markets not only to financial services which they are now doing but also to our manufacturing farmers and other us businesses and industries without this a deal would be unacceptable,2019-01-31 11:56:00,11:56:00,2019-01-31,0.9989341,0.0010659483,-1
133,1.09693e+18,trade negotiators have just returned from china where the meetings on trade were very productive now at meetings with me at maralago giving the details in the meantime billions of dollars are being paid to the united states by china in the form of trade tariffs,2019-02-16 21:17:00,21:17:00,2019-02-16,0.9963552,0.0036448285,-1
134,1.0971e+18,important meetings and calls on china trade deal and more today with my staff big progress being made on soooo many different fronts our country has such fantastic potential for future growth and greatness on an even higher level,2019-02-17 09:00:00,09:00:00,2019-02-17,0.9969688,0.0030312515,-1
135,1.09965e+18,very productive talks yesterday with china on trade will continue today i will be leaving for hanoi vietnam early tomorrow for a summit with kim jong un of north korea where we both expect a continuation of the progress made at first summit in singapore denuclearization,2019-02-24 09:58:00,09:58:00,2019-02-24,0.99995315,4.684898e-05,-1
136,1.09966e+18,president xi of china has been very helpful in his support of my meeting with kim jong un the last thing china wants are large scale nuclear weapons right next door sanctions placed on the border by china and russia have been very helpful great relationship with chairman kim,2019-02-24 10:05:00,10:05:00,2019-02-24,0.9957659,0.0042340434,-1
137,1.0998e+18,i am pleased to report that the us has made substantial progress in our trade talks with china on important structural issues including intellectual property protection technology transfer agriculture services currency and many other issues as a result of these very,2019-02-24 19:39:00,19:39:00,2019-02-24,0.9995709,0.00042907958,-1
138,1.0998e+18,productive talks i will be delaying the us increase in tariffs now scheduled for march 1 assuming both sides make additional progress we will be planning a summit for president xi and myself at maralago to conclude an agreement a very good weekend for us  china,2019-02-24 19:50:00,19:50:00,2019-02-24,0.99953353,0.00046644636,-1
139,1.10013e+18,china trade deal and more in advanced stages relationship between our two countries is very strong i have therefore agreed to delay us tariff hikes lets see what happens,2019-02-25 17:12:00,17:12:00,2019-02-25,0.9999964,3.588673e-06,-1
140,1.10018e+18,if a deal is made with china our great american farmers will be treated better than they have ever been treated before,2019-02-25 21:04:00,21:04:00,2019-02-25,0.99985266,0.00014728267,-1
141,1.10069e+18,all false reporting guessing on my intentions with respect to north korea kim jong un and i will try very hard to work something out on denuclearization  then making north korea an economic powerhouse i believe that china russia japan  south korea will be very helpful,2019-02-27 06:45:00,06:45:00,2019-02-27,0.999894,0.000105911415,-1
142,1.10162e+18,i have asked china to immediately remove all tariffs on our agricultural products including beef pork etc based on the fact that we are moving along nicely with trade discussions,2019-03-01 20:08:00,20:08:00,2019-03-01,0.9999368,6.311955e-05,-1
143,1.10703e+18,google is helping china and their military but not the us terrible the good news is that they helped crooked hillary clinton and not trumpand how did that turn out,2019-03-16 19:07:00,19:07:00,2019-03-16,0.99819523,0.0018047789,-1
144,1.10761e+18,are all coming back to the us so is everyone else we now have the best economy in the world the envy of all get that big beautiful plant in ohio open now close a plant in china or mexico where you invested so heavily pretrump but not in the usa bring jobs home,2019-03-18 09:45:00,09:45:00,2019-03-18,0.87242615,0.12757388,-1
145,1.11377e+18,despite the unnecessary and destructive actions taken by the fed the economy is looking very strong the china and usmca deals are moving along nicely there is little or no inflation and usa optimism is very high,2019-04-04 10:01:00,10:01:00,2019-04-04,0.99749917,0.0025008784,-1
146,1.12329e+18,china is adding great stimulus to its economy while at the same time keeping interest rates low our federal reserve has incessantly lifted interest rates even though inflation is very low and instituted a very big dose of quantitative tightening we have the potential to go,2019-04-30 15:56:00,15:56:00,2019-04-30,0.43583003,0.56417,1
147,1.12436e+18,had a long and very good conversation with president putin of russia as i have always said long before the witch hunt started getting along with russia china and everyone is a good thing not a bad thing,2019-05-03 15:06:00,15:06:00,2019-05-03,0.91747975,0.08252026,-1
148,1.12507e+18,for 10 months china has been paying tariffs to the usa of 25 on 50 billion dollars of high tech and 10 on 200 billion dollars of other goods these payments are partially responsible for our great economic results the 10 will go up to 25 on friday 325 billions dollars,2019-05-05 14:08:00,14:08:00,2019-05-05,0.9973876,0.0026124725,-1
149,1.12536e+18,the united states has been losing for many years 600 to 800 billion dollars a year on trade with china we lose 500 billion dollars sorry were not going to be doing that anymore,2019-05-06 09:08:00,09:08:00,2019-05-06,0.9926443,0.007355652,-1
150,1.12611e+18,the reason for the china pullback  attempted renegotiation of the trade deal is the sincere hope that they will be able to negotiate with joe biden or one of the very weak democrats and thereby continue to ripoff the united states 500 billion a year for years to come,2019-05-08 10:48:00,10:48:00,2019-05-08,0.11509315,0.8849068,1
151,1.12623e+18,the reality is with the tariffs the economy has grown more rapidly in the united states and much more slowly in china peter morici former chief economist usitc,2019-05-08 18:58:00,18:58:00,2019-05-08,0.99986815,0.0001318002,-1
152,1.12681e+18,we have lost 500 billion dollars a year for many years on crazy trade with china no more,2019-05-10 09:24:00,09:24:00,2019-05-10,0.99972886,0.00027110215,-1
153,1.12682e+18,talks with china continue in a very congenial manner  there is absolutely no need to rush  as tariffs are now being paid to the united states by china of 25 on 250 billion dollars worth of goods  products these massive payments go directly to the treasury of the us,2019-05-10 09:43:00,09:43:00,2019-05-10,0.9998487,0.00015130154,-1
154,1.12682e+18,tariffs will make our country much stronger not weaker just sit back and watch in the meantime china should not renegotiate deals with the us at the last minute this is not the obama administration or the administration of sleepy joe who let china get away with murder,2019-05-10 09:48:00,09:48:00,2019-05-10,0.9989009,0.0010990555,-1
155,1.12682e+18,if we bought 15 billion dollars of agriculture from our farmers far more than china buys now we would have more than 85 billion dollars left over for new infrastructure healthcare or anything else china would greatly slow down and we would automatically speed up,2019-05-10 10:07:00,10:07:00,2019-05-10,0.9997856,0.00021441843,-1
156,1.12683e+18,your all time favorite president got tired of waiting for china to help out and start buying from our farmers the greatest anywhere in the world,2019-05-10 10:55:00,10:55:00,2019-05-10,0.9997806,0.00021938243,-1
157,1.12684e+18,we have been engaged in an unfair relationship with china for a long time they have reneged on the commitments they made to the wto particularly around intellectual property carly fiorina  mariabartiromo,2019-05-10 11:39:00,11:39:00,2019-05-10,0.9980709,0.0019291111,-1
158,1.12693e+18,over the course of the past two days the united states and china have held candid and constructive conversations on the status of the trade relationship between both countries the relationship between president xi and myself remains a very strong one and conversations,2019-05-10 17:14:00,17:14:00,2019-05-10,0.99752265,0.0024773793,-1
159,1.12734e+18,i think that china felt they were being beaten so badly in the recent negotiation that they may as well wait around for the next election 2020 to see if they could get lucky  have a democrat win  in which case they would continue to ripoff the usa for 500 billion a year,2019-05-11 20:18:00,20:18:00,2019-05-11,0.96900123,0.030998796,-1
160,1.12768e+18,we are right where we want to be with china remember they broke the deal with us  tried to renegotiate we will be taking in tens of billions of dollars in tariffs from china buyers of product can make it themselves in the usa ideal or buy it from nontariffed countries,2019-05-12 19:06:00,19:06:00,2019-05-12,0.9396477,0.060352325,-1
161,1.12772e+18,china is dreaming that sleepy joe biden or any of the others gets elected in 2020 they love ripping off america,2019-05-12 21:22:00,21:22:00,2019-05-12,0.4597169,0.54028314,1
162,1.12789e+18,i say openly to president xi  all of my many friends in china that china will be hurt very badly if you dont make a deal because companies will be forced to leave china for other countries too expensive to buy in china you had a great deal almost completed  you backed out,2019-05-13 08:49:00,08:49:00,2019-05-13,0.9999515,4.856231e-05,-1
163,1.12789e+18,the unexpectedly good first quarter 32 gdp was greatly helped by tariffs from china some people just dont get it,2019-05-13 09:02:00,09:02:00,2019-05-13,0.8785481,0.1214519,-1
164,1.12797e+18,there is no reason for the us consumer to pay the tariffs which take effect on china today this has been proven recently when only 4 points were paid by the us 21 points by china because china subsidizes product to such a large degree also the tariffs can be,2019-05-13 13:55:00,13:55:00,2019-05-13,0.9824341,0.017565878,-1
