,id,content,date,negative_prob,positive_prob
45,8.25101e+17,congratulations secretary mattispictwittercommkuhbegzqs  bei the pentagon,1/27/2017 16:00,0.013314218,0.98668575
46,8.25128e+17,i promise that our administration will always have your back we will always be with youpictwittercomd0aowhoh4x,1/27/2017 17:46,0.81562686,0.18437316
47,8.25329e+17,the failing  nytimes has been wrong about me from the very beginning said i would lose the primaries then the general election fake news,1/28/2017 7:04,0.7508498,0.24915019
48,8.2533e+17,thr coverage about me in the  nytimes and the  washingtonpost gas been so false and angry that the times actually apologized to its,1/28/2017 7:08,0.9956293,0.0043707513
49,8.25332e+17,dwindling subscribers and readersthey got me wrong right from the beginning and still have not changed course and never will dishonest,1/28/2017 7:16,0.99988925,0.0001107843
50,8.25369e+17,today we remember the crew of the space shuttle challenger 31 years later  neverforgetpictwittercomohshqsfrfl,1/28/2017 9:42,0.26963207,0.730368
51,8.2569e+17,somebody with aptitude and conviction should buy the fake news and failing  nytimes and either run it correctly or let it fold with dignity,1/29/2017 7:00,0.99490285,0.005097099
52,8.25692e+17,our country needs strong borders and extreme vetting now look what is happening all over europe and indeed the world  a horrible mess,1/29/2017 7:08,0.9967591,0.0032408657
53,8.25721e+17,christians in the middleeast have been executed in large numbers we cannot allow this horror to continue,1/29/2017 9:03,0.99933416,0.0006657854
54,8.25822e+17,the joint statement of former presidential candidates john mccain  lindsey graham is wrong  they are sadly weak on immigration the two,1/29/2017 15:45,0.17189597,0.8281041
55,8.25823e+17,senators should focus their energies on isis illegal immigration and border security instead of always looking to start world war iii,1/29/2017 15:49,0.0017733063,0.9982267
56,8.25848e+17,statement regarding recent executive order concerning extreme vetting httpswwwfacebookcomdonaldtrumpposts10158567643610725 ,1/29/2017 17:28,0.93186027,0.068139784
57,8.25851e+17,i will be interviewed by  thebrodyfile on  cbnnews tonight at 11pm enjoy,1/29/2017 17:39,0.09104252,0.90895754
58,8.26041e+17,only 109 people out of 325000 were detained and held for questioning big problems at airports were caused by delta computer outage,1/30/2017 6:16,0.00017515669,0.9998248
59,8.26042e+17,protesters and the tears of senator schumer secretary kelly said that all is going well with very few problems make america safe again,1/30/2017 6:20,0.3377858,0.6622142
60,8.26044e+17,there is nothing nice about searching for terrorists before they can enter our country this was a big part of my campaign study the world,1/30/2017 6:27,0.030566968,0.96943307
61,8.2606e+17,if the ban were announced with a one week notice the bad would rush into our country during that week a lot of bad dudes out there,1/30/2017 7:31,0.54534036,0.4546596
62,8.26063e+17,i have made my decision on who i will nominate for the united states supreme court it will be announced live on tuesday at 800 pm wh,1/30/2017 7:43,0.9994369,0.0005630288
63,8.26073e+17,where was all the outrage from democrats and the opposition party the media when our jobs were fleeing our country,1/30/2017 8:23,0.60451657,0.39548343
64,8.26175e+17,the american dream is back were going to create an environment for small business like we havent had in many many decadespictwittercomzujnan6z8b,1/30/2017 15:07,0.0003299891,0.99967
65,8.2623e+17,the democrats are delaying my cabinet picks for purely political reasons they have nothing going but to obstruct now have an obama ag,1/30/2017 18:45,0.94736934,0.052630626
66,8.2639e+17,nancy pelosi and fake tears chuck schumer held a rally at the steps of the supreme court and mic did not work a messjust like dem party,1/31/2017 5:21,0.007045168,0.9929549
67,8.26391e+17,when will the democrats give us our attorney general and rest of cabinet they should be ashamed of themselves no wonder dc doesnt work,1/31/2017 5:27,0.95853496,0.041465107
68,8.26589e+17,getting ready to deliver a very important decision 800 pm,1/31/2017 18:31,0.9965168,0.0034831876
69,8.26596e+17,join me live from the  whitehousehttpswwwfacebookcompotusvideos1240366106032827 ,1/31/2017 19:01,0.96591425,0.034085676
70,8.26638e+17,hope you like my nomination of judge neil gorsuch for the united states supreme court he is a good and brilliant man respected by all,1/31/2017 21:45,0.047237847,0.9527622
71,8.26775e+17,everybody is arguing whether or not it is a ban call it what you want it is about keeping bad people with bad intentions out of country,2/1/2017 6:50,0.9994543,0.00054565823
72,8.2699e+17,iran is rapidly taking over more and more of iraq even after the us has squandered three trillion dollars there obvious long ago,2/1/2017 21:06,0.9316334,0.06836658
73,8.27003e+17,do you believe it the obama administration agreed to take thousands of illegal immigrants from australia why i will study this dumb deal,2/1/2017 21:55,0.9955577,0.0044422727
74,8.27113e+17,if uc berkeley does not allow free speech and practices violence on innocent people with a different point of view  no federal funds,2/2/2017 5:13,0.23791818,0.7620818
75,8.27114e+17,congratulations to rex tillerson on being sworn in as our new secretary of state he will be a star,2/2/2017 5:18,0.36617234,0.6338277
76,8.27116e+17,attending chief ryan owens dignified transfer yesterday with my daughter ivanka was my great honor to a great and brave man  thank you,2/2/2017 5:25,0.94192374,0.05807631
77,8.27118e+17,iran has been formally put on notice for firing a ballistic missileshould have been thankful for the terrible deal the us made with them,2/2/2017 5:34,0.2132053,0.78679466
78,8.27119e+17,iran was on its last legs and ready to collapse until the us came along and gave it a lifeline in the form of the iran deal 150 billion,2/2/2017 5:39,0.9691343,0.030865753
79,8.27207e+17,thank you  samsung we would love to have youhttpswwwaxioscomtrumpeffectsamsungmaybuildusfactory2233101986html ,2/2/2017 11:29,0.6829175,0.31708252
80,8.27478e+17,yes arnold schwarzenegger did a really bad job as governor of california and even worse on the apprenticebut at least he tried hard,2/3/2017 5:24,0.9846267,0.015373301
81,8.27479e+17,iran is playing with fire  they dont appreciate how kind president obama was to them not me,2/3/2017 5:28,0.23881121,0.7611888
82,8.2748e+17,thank you to prime minister of australia for telling the truth about our very civil conversation that fake news media lied about very nice,2/3/2017 5:34,0.9492829,0.050717045
83,8.27482e+17,meeting with biggest business leaders this morning good jobs are coming back to us health care and tax bills are being crafted now,2/3/2017 5:41,0.033973794,0.9660262
84,8.27484e+17,professional anarchists thugs and paid protesters are proving the point of the millions of people who voted to make america great again,2/3/2017 5:48,0.99815696,0.0018429934
85,8.275e+17,a new radical islamic terrorist has just attacked in louvre museum in paris tourists were locked down france on edge again get smart us,2/3/2017 6:51,0.0012337839,0.9987662
86,8.27655e+17,we must keep evil out of our country,2/3/2017 17:08,0.078787476,0.9212125
87,8.27715e+17,countries charge us companies taxes or tariffs while the us charges them nothing or littlewe should charge them same as they charge us,2/3/2017 21:07,0.9706721,0.029327925
88,8.27864e+17,when a country is no longer able to say who can and who cannot  come in  out especially for reasons of safety security  big trouble,2/4/2017 6:59,0.002536876,0.9974631
89,8.27866e+17,interesting that certain middleeastern countries agree with the ban they know if certain people are allowed in its death  destruction,2/4/2017 7:06,0.79868877,0.20131123
90,8.27867e+17,the opinion of this socalled judge which essentially takes lawenforcement away from our country is ridiculous and will be overturned,2/4/2017 7:12,0.60821146,0.3917885
91,8.27874e+17,after being forced to apologize for its bad and inaccurate coverage of me after winning the election the fake news  nytimes is still lost,2/4/2017 7:39,0.9999567,4.3233034e-05
92,8.27886e+17,make america great again,2/4/2017 8:26,0.62505996,0.37494
93,8.27981e+17,what is our country coming to when a judge can halt a homeland security travel ban and anyone even with bad intentions can come into us,2/4/2017 14:44,0.018365107,0.98163486
94,8.27996e+17,because the ban was lifted by a judge many very bad and dangerous people may be pouring into our country a terrible decision,2/4/2017 15:44,0.04105454,0.9589454
95,8.28025e+17,why arent the lawyers looking at and using the federal court decision in boston which is at conflict with ridiculous lift ban decision,2/4/2017 17:37,0.009786339,0.9902137
96,8.28039e+17,interview with  oreillyfactor on fox network  400 pm prior to super bowl enjoy,2/4/2017 18:34,0.005509836,0.99449015
97,8.28043e+17,the judge opens up our country to potential terrorists and others that do not have our best interests at heart bad people are very happy,2/4/2017 18:48,0.9921367,0.007863265
98,8.28342e+17,just cannot believe a judge would put our country in such peril if something happens blame him and court system people pouring in bad,2/5/2017 14:39,0.20775224,0.7922478
99,8.28343e+17,i have instructed homeland security to check people coming into our country very carefully the courts are making the job very difficult,2/5/2017 14:42,0.99142915,0.008570801
100,8.28375e+17,enjoy the  superbowl and then we continue make america great again,2/5/2017 16:49,0.97195506,0.02804489
101,8.28447e+17,what an amazing comeback and win by the patriots tom brady bob kraft and coach b are total winners wow,2/5/2017 21:36,0.99929917,0.00070084905
102,8.28574e+17,any negative polls are fake news just like the cnn abc nbc polls in the election sorry people want border security and extreme vetting,2/6/2017 6:01,0.0020221947,0.9979778
103,8.28576e+17,i call my own shots largely based on an accumulation of data and everyone knows it some fake news media in order to marginalize lies,2/6/2017 6:07,0.9419631,0.05803695
104,8.28643e+17,the failing  nytimes writes total fiction concerning me they have gotten it wrong for two years and now are making up stories  sources,2/6/2017 10:32,0.9569994,0.04300056
105,8.28749e+17,an extended interview from the super bowl with  oreillyfactor airs tonight at 800 pm enjoypictwittercomkzdhqantvr,2/6/2017 17:33,0.9995239,0.0004761554
106,8.28794e+17,the failing  nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win now they are worse,2/6/2017 20:33,0.99937576,0.00062422984
107,8.28798e+17,the threat from radical islamic terrorism is very real just look at what is happening in europe and the middleeast courts must act fast,2/6/2017 20:49,0.93873864,0.061261337
108,8.28939e+17,i dont know putin have no deals in russia and the haters are going crazy  yet obama can make a deal with iran 1 in terror no problem,2/7/2017 6:11,0.0071383268,0.9928617
109,8.29003e+17,an honor having the national sheriffs assoc join me at the  whitehouse incredible men  women who protect  serve 247365 thank youpictwittercom9emtnh0orf,2/7/2017 10:25,0.9602229,0.0397771
110,8.29134e+17,it is a disgrace that my full cabinet is still not in place the longest such delay in the history of our country obstruction by democrats,2/7/2017 19:04,0.9664169,0.03358304
111,8.293e+17,if the us does not win this case as it so obviously should we can never have the security and safety to which we are entitled politics,2/8/2017 6:03,0.078897886,0.92110217
112,8.29315e+17,i will be speaking at 900 am today to police chiefs and sheriffs and will be discussing the horrible dangerous and wrong decision,2/8/2017 7:04,0.32590225,0.67409784
113,8.2935e+17,thank you to our great police chiefs  sheriffs for your leadership  service you have a true friend in the  whitehouse we support youpictwittercomniwuk5rgxr,2/8/2017 9:23,0.9945661,0.0054339017
114,8.29357e+17,my daughter ivanka has been treated so unfairly by  nordstrom she is a great person  always pushing me to do the right thing terrible,2/8/2017 9:51,0.9873323,0.012667692
115,8.29358e+17,16 fake news stories reporters have run since trump wonhttpthefederalistcom2017020616fakenewsstoriesreportershaverunsincetrumpwon ,2/8/2017 9:54,0.9998528,0.00014719606
116,8.29385e+17,big increase in traffic into our country from certain areas while our people are far more vulnerable as we wait for what should be easy d,2/8/2017 11:41,0.90451735,0.095482625
117,8.2941e+17,thank you brian krzanich ceo of  intel a great investment 7 billion in american innovation and jobs  americafirstpictwittercom76laissq1l,2/8/2017 13:22,0.9906266,0.009373381
118,8.29414e+17,immigration ban is one of trumps most popular orders so farpictwittercomwaelwuq4be,2/8/2017 13:39,0.9568266,0.043173343
119,8.29446e+17,majority in leading eu nations support trumpstyle travel ban poll of more than 10000 people in 10 countrieshttpbitly2k4fvqgeupoll,2/8/2017 15:46,0.86179805,0.1382019
120,8.29452e+17,trump administration seen as more truthful than news mediahttpbitly2k4b0imemersonpoll ,2/8/2017 16:07,0.85300535,0.14699465
121,8.29497e+17,congratulations to our new attorney general  senatorsessionspictwittercome0bup1k83z,2/8/2017 19:05,0.0047301,0.99526983
122,8.29661e+17,senrichard blumenthal who never fought in vietnam when he said for years he had major lienow misrepresents what judge gorsuch told him,2/9/2017 5:57,0.0023150092,0.99768496
123,8.29681e+17,chris cuomo in his interview with sen blumenthal never asked him about his longterm lie about his brave service in vietnam fake news,2/9/2017 7:19,0.96201575,0.03798429
124,8.29683e+17,sen mccain should not be talking about the success or failure of a mission to the media only emboldens the enemy hes been losing so,2/9/2017 7:26,0.9930549,0.0069450345
125,8.29684e+17,long he doesnt know how to win anymore just look at the mess our country is in  bogged down in conflict all over the place our hero,2/9/2017 7:31,0.46638188,0.5336181
126,8.29689e+17,ryan died on a winning mission  according to general mattis not a failure time for the us to get smart and start winning again,2/9/2017 7:52,0.067739576,0.93226045
127,8.29721e+17,join us live in the oval office for the swearing in of our new attorney general  senatorsessions live httpbitly2kqq2f0sessions pictwittercom0pecb2b4pf,2/9/2017 9:58,0.88731176,0.1126882
128,8.29836e+17,see you in court the security of our nation is at stake,2/9/2017 17:35,0.29385534,0.7061446
129,8.30042e+17,lawfare remarkably in the entire opinion the panel did not bother even to cite this the statute a disgraceful decision,2/10/2017 7:15,0.9979247,0.0020753152
130,8.30048e+17,the failing  nytimes does major fake news china story saying mrxi has not spoken to mr trump since nov14 we spoke at length yesterday,2/10/2017 7:35,0.95874166,0.041258346
131,8.30196e+17,heading to joint base andrews on  marineone with prime minister shinz earlier todaypictwittercom4jfhyydeho,2/10/2017 17:24,0.00030633103,0.99969375
132,8.30389e+17,our legal system is broken 77 of refugees allowed into us since travel reprieve hail from seven suspect countries wt so dangerous,2/11/2017 6:12,0.34016252,0.6598375
133,8.30406e+17,i am reading that the great border wall will cost more than the government originally thought but i have not gotten involved in the,2/11/2017 7:18,0.09629275,0.9037072
134,8.30407e+17,design or negotiations yet when i do just like with the f35 fighterjet or the air force one program price will come way down,2/11/2017 7:24,0.0001901082,0.9998099
135,8.3041e+17,melania and i are hosting japanese prime minister shinzo abe and mrs abe at maralago in palm beach fla they are a wonderful couple,2/11/2017 7:33,0.0021388594,0.9978611
136,8.30484e+17,having a great time hosting prime minister shinzo abe in the united states httpswwwfacebookcomdonaldtrumpposts101586354191207250  httpsinstagramcompbqyz8n8dtty pictwittercomsmgrnwakwq,2/11/2017 12:28,0.20198464,0.79801536
137,8.30552e+17,i am so proud of my daughter ivanka to be abused and treated so badly by the media and to still hold her head so high is truly wonderful,2/11/2017 17:00,0.9987206,0.0012793355
138,8.30556e+17,played golf today with prime minister abe of japan and  thebig_easy ernie els and had a great time japan is very well represented,2/11/2017 17:15,0.3760318,0.62396824
139,8.30558e+17,a working dinner tonight with prime minister abe of japan and his representatives at the winter white house maralago very good talks,2/11/2017 17:24,0.007372614,0.99262744
140,8.30643e+17, icymi joint statement with prime minister shinzo abe on north koreapictwittercomqec87fkb1d,2/11/2017 23:02,0.008026013,0.99197394
141,8.30742e+17,the crackdown on illegal criminals is merely the keeping of my campaign promise gang members drug dealers  others are being removed,2/12/2017 5:34,0.99999964,3.964933e-07
142,8.30747e+17,72 of refugees admitted into us 23 211 during court breakdown are from 7 countries syria iraq somalia iran sudan libya  yemen,2/12/2017 5:55,0.016478404,0.9835216
143,8.30752e+17,while on fake news  cnn bernie sanders was cut off for using the term fake news to describe the network they said technical difficulties,2/12/2017 6:14,0.0033281469,0.9966718
144,8.30765e+17,after two days of very productive talks prime minister abe is heading back to japan l,2/12/2017 7:04,0.9945042,0.005495841
145,8.30769e+17,i know mark cuban well he backed me bigtime but i wasnt interested in taking all of his callshes not smart enough to run for president,2/12/2017 7:23,0.8510167,0.14898333
146,8.30804e+17,congratulations stephen miller on representing me this morning on the various sunday morning shows great job,2/12/2017 9:41,0.00036360376,0.9996364
147,8.30904e+17,just leaving florida big crowds of enthusiastic supporters lining the road that the fake news media refuses to mention very dishonest,2/12/2017 16:19,0.9999989,1.0582974e-06
148,8.31169e+17,today i will meet with canadian pm trudeau and a group of leading business women to discuss women in the workforce httpbigstoryaporgarticle37dab25b8da74902b3fa4076030febe0trumptrudeaudiscusswomenworkforce ,2/13/2017 9:53,0.00029129814,0.9997087
149,8.31186e+17,welcome to the  whitehouse prime minister  justintrudeaupictwittercomwkgf8zo9ri,2/13/2017 10:59,0.0011956476,0.99880433
150,8.31214e+17,wonderful meeting with canadian pm  justintrudeau and a group of leading ceos  business women from canadaand the united statespictwittercomrxr31qpxmk,2/13/2017 12:50,0.28607273,0.71392727
151,8.31336e+17,congratulations treasury secretary steven mnuchin  icymi watch here httpswwwfacebookcomdonaldtrumpposts10158646970740725 pictwittercomk8twllxiyk,2/13/2017 20:57,0.041391794,0.9586082
152,8.31345e+17,congratulations to our new  vasecretary dr david shulkin time to take care of veterans who have fought to protect our countrypictwittercommit3wx3yae,2/13/2017 21:30,0.002254952,0.99774504
153,8.31511e+17,the real story here is why are there so many illegal leaks coming out of washington will these leaks be happening as i deal on nkorea etc,2/14/2017 8:28,0.2236025,0.77639747
154,8.31599e+17,great parentteacher listening session this morning with  vp pence   usedgov secretary  betsydevos watch httpswwwyoutubecomwatchvopufn8wwboo pictwittercomqjnq4ssxlq,2/14/2017 14:21,0.7592905,0.24070948
155,8.31621e+17,remarks by president trump at signing of hj resolution 41 httpswwwwhitehousegovthepressoffice20170214remarkspresidenttrumpsigninghjresolution41 pictwittercomygddtkm9br,2/14/2017 15:48,0.13780901,0.862191
156,8.31637e+17,obamacare continues to fail humana to pull out in 2018 will repeal replace  save healthcare for all americanshttpsoriginnyithehillcompolicyhealthcare319538humanatodropoutofobamacaremarketplaceatendof2017 ,2/14/2017 16:50,0.23738585,0.7626142
157,8.31831e+17,the fake news media is going crazy with their conspiracy theories and blind hatred  msnbc   cnn are unwatchable  foxandfriends is great,2/15/2017 5:40,0.99068475,0.009315275
158,8.31838e+17,this russian connection nonsense is merely an attempt to coverup the many mistakes made in hillary clintons losing campaign,2/15/2017 6:08,0.99989605,0.00010396172
159,8.3184e+17,information is being illegally given to the failing  nytimes   washingtonpost by the intelligence community nsa and fbijust like russia,2/15/2017 6:19,0.92762023,0.072379746
160,8.31843e+17,thank you to eli lake of the bloomberg view  the nsa  fbishould not interfere in our politicsand is very serious situation for usa,2/15/2017 6:28,0.9787118,0.021288201
161,8.31846e+17,crimea was taken by russia during the obama administration was obama too soft on russia,2/15/2017 6:42,0.003790604,0.9962094
162,8.31854e+17,the real scandal here is that classified information is illegally given out by intelligence like candy very unamerican,2/15/2017 7:13,0.9920548,0.007945219
163,8.31905e+17,great listening session with ceos of the retail industry leaders association this morningpictwittercomsy6xjcwfcf,2/15/2017 10:34,0.29475224,0.7052478
164,8.31946e+17,welcome to the united states  israelipm benjamin  sara  icymijoint press conference httpswwwfacebookcomdonaldtrumpposts10158654390690725 pictwittercombh60nbl5fp,2/15/2017 13:17,0.9903898,0.009610179
165,8.31953e+17,join me in florida this saturday at 5pm for a rally at the orlandomelbourne international airport tickets httpbitly2lqarqaflorida pictwittercomgdho6ggxwt,2/15/2017 13:45,0.07399035,0.9260096
166,8.3198e+17,aetna ceo obamacare in death spiral  repealandreplacehttpswwwbloombergcomnewsarticles20170215aetnaceosaysobamacareinadeathspiralwithsickcustomers ,2/15/2017 15:34,0.26947355,0.7305265
167,8.32017e+17,venezuela should allow leopoldo lopez a political prisoner  husband of  liliantintori just met w  marcorubio out of prison immediatelypictwittercombt8xhdo7al,2/15/2017 17:59,0.7317753,0.26822475
168,8.32191e+17,stock market hits new high with longest winning streak in decades great level of confidence and optimism  even before tax plan rollout,2/16/2017 5:34,0.95433253,0.0456674
169,8.32198e+17,leaking and even illegal classified leaking has been a big problem in washington for years failing  nytimes and others must apologize,2/16/2017 5:58,0.99966,0.00033999814
170,8.32199e+17,the spotlight has finally been put on the lowlife leakers they will be caught,2/16/2017 6:02,0.6920459,0.30795404
171,8.32231e+17,fake news media which makes up stories and sources is far more effective than the discredited democrats  but they are fading fast,2/16/2017 8:10,0.5033197,0.4966803
172,8.32238e+17,the democrats had to come up with a story as to why they lost the election and so badly 306 so they made up a story  russia fake news,2/16/2017 8:39,0.9998294,0.00017057081
173,8.32375e+17,trump signs bill undoing obama coal mining rulehttpthehillcompolicyenergyenvironment319938trumpsignsbillundoingobamacoalminingrule ,2/16/2017 17:44,0.13151608,0.8684839
174,8.32533e+17,despite the long delays by the democrats in finally approving dr tom price the repeal and replacement of obamacare is moving fast,2/17/2017 4:13,0.37201643,0.62798357
175,8.32555e+17,going to charleston south carolina in order to spend time with boeing and talk jobs look forward to it,2/17/2017 5:38,0.52475417,0.47524586
176,8.32556e+17,thank you for all of the nice statements on the press conference yesterday rush limbaugh said one of greatest ever fake media not happy,2/17/2017 5:43,0.009887247,0.9901128
177,8.32579e+17,general keith kellogg who i have known for a long time is very much in play for nsa  as are three others,2/17/2017 7:16,0.007907355,0.99209267
178,8.32614e+17,join me at 1100am watch here http45whgovxyqxnw pictwittercomuzndijiqjm,2/17/2017 9:34,0.97944367,0.020556366
179,8.32708e+17,the fake news media failing  nytimes  nbcnews  abc  cbs  cnn is not my enemy it is the enemy of the american people,2/17/2017 15:48,0.99999285,7.12647e-06
180,8.3273e+17,one of the most effective press conferences ive ever seen says rush limbaugh many agreeyet fake media calls it differently dishonest,2/17/2017 17:15,0.9921669,0.007833177
181,8.32742e+17,looking forward to the florida rally tomorrow big crowd expected,2/17/2017 18:02,0.1227358,0.8772642
182,8.32946e+17,dont believe the main stream fake news mediathe white house is running very well i inherited a mess and am in the process of fixing it,2/18/2017 7:31,0.087213844,0.9127862
183,8.32951e+17,will be having many meetings this weekend at the southern white house big 500 pm speech in melbourne florida a lot to talk about,2/18/2017 7:51,0.0030013996,0.99699867
184,8.33435e+17,my statement as to whats happening in sweden was in reference to a story that was broadcast on  foxnews concerning immigrants  sweden,2/19/2017 15:57,0.45299718,0.54700285
185,8.33682e+17,give the public a break  the fake news media is trying to say that large scale immigration in sweden is working out just beautifully not,2/20/2017 8:15,0.9920548,0.007945185
186,8.33686e+17,happy presidents day  make america great again,2/20/2017 8:33,0.039324142,0.96067584
